token,temp/tokens_syntax_preprocessing_7a20b15.json,temp/tokens_syntax_preprocessing_d9f8cae.json,normalized,valid,comment,pronoun_type
1.0-ise,"    ""1.0-ise"" L0 P pos det refl pl nom","    ""1.0-ise"" L0 P invalid pl nom",,invalid,conatains dot,['invalid']
1.1-sel,"    ""1.1-see"" Ll P dem sg ad","    ""1.1-see"" Ll P invalid sg ad",,invalid,conatains dot,['invalid']
1.4-sel,"    ""1.4-see"" Ll P dem sg ad","    ""1.4-see"" Ll P invalid sg ad",,invalid,conatains dot,['invalid']
1.6-sel,"    ""1.6-see"" Ll P dem sg ad","    ""1.6-see"" Ll P invalid sg ad",,invalid,conatains dot,['invalid']
10-enda,"    ""10-ise"" L0 P pos det refl sg gen","    ""10-ise"" L0 P invalid sg gen",,invalid,contains numbers,['invalid']
10-endas,"    ""10-ise"" Ls P pos det refl sg in","    ""10-ise"" Ls P invalid sg in",,invalid,contains numbers,['invalid']
10-neid,"    ""10-see"" Ld P dem pl part","    ""10-see"" Ld P invalid pl part",,invalid,contains numbers,['invalid']
10-selt,"    ""10-see"" Llt P dem sg abl","    ""10-see"" Llt P invalid sg abl",,invalid,contains numbers,['invalid']
10-sest,"    ""10-see"" Lst P dem sg el","    ""10-see"" Lst P invalid sg el",,invalid,contains numbers,['invalid']
100DPS-iga,"    ""100DPS-iga"" L0 P det sg gen","    ""100DPS-iga"" L0 P invalid sg gen",,invalid,contains numbers,['invalid']
100GB-sest,"    ""100GB-see"" Lst P dem sg el","    ""100GB-see"" Lst P invalid sg el",,invalid,contains numbers,['invalid']
100Mhz-ise,"    ""100Mhz-ise"" L0 P pos det refl pl nom","    ""100Mhz-ise"" L0 P invalid pl nom",,invalid,contains numbers,['invalid']
100W-iga,"    ""100W-iga"" L0 P det sg gen","    ""100W-iga"" L0 P invalid sg gen",,invalid,contains numbers,['invalid']
100midagi,"    ""100_miski"" Ldagi P indef sg part","    ""100_miski"" Ldagi P invalid sg part",,invalid,contains numbers,['invalid']
100sel,"    ""100_see"" Ll P dem sg ad","    ""100_see"" Ll P invalid sg ad",,invalid,contains numbers,['invalid']
101selt,"    ""101_see"" Llt P dem sg abl","    ""101_see"" Llt P invalid sg abl",,invalid,contains numbers,['invalid']
103-selt,"    ""103-see"" Llt P dem sg abl","    ""103-see"" Llt P invalid sg abl",,invalid,contains numbers,['invalid']
10miljonili-sest,"    ""10miljonili-see"" Lst P dem sg el","    ""10miljonili-see"" Lst P invalid sg el",,invalid,contains numbers,['invalid']
10neid,"    ""10_see"" Ld P dem pl part","    ""10_see"" Ld P invalid pl part",,invalid,contains numbers,['invalid']
10sel,"    ""10_see"" Ll P dem sg ad","    ""10_see"" Ll P invalid sg ad",,invalid,contains numbers,['invalid']
10selt,"    ""10_see"" Llt P dem sg abl","    ""10_see"" Llt P invalid sg abl",,invalid,contains numbers,['invalid']
10sest,"    ""10_see"" Lst P dem sg el","    ""10_see"" Lst P invalid sg el",,invalid,contains numbers,['invalid']
10te,"    ""10_sina"" L0 P pers ps2 pl gen","    ""10_sina"" L0 P invalid pl gen",,invalid,contains numbers,['invalid']
11-endal,"    ""11-ise"" Ll P pos det refl sg ad","    ""11-ise"" Ll P invalid sg ad",,invalid,contains numbers,['invalid']
1100sel,"    ""1100_see"" Ll P dem sg ad","    ""1100_see"" Ll P invalid sg ad",,invalid,contains numbers,['invalid']
11Meie,"    ""11_mina"" L0 P pers ps1 pl gen","    ""11_mina"" L0 P invalid pl gen",,invalid,contains numbers,['invalid']
11Sa,"    ""11_sina"" L0 P pers ps2 sg nom","    ""11_sina"" L0 P invalid sg nom",,invalid,contains numbers,['invalid']
11Sel,"    ""11_see"" Ll P dem sg ad","    ""11_see"" Ll P invalid sg ad",,invalid,contains numbers,['invalid']
12-selt,"    ""12-see"" Llt P dem sg abl","    ""12-see"" Llt P invalid sg abl",,invalid,contains numbers,['invalid']
125-sel,"    ""125-see"" Ll P dem sg ad","    ""125-see"" Ll P invalid sg ad",,invalid,contains numbers,['invalid']
125-sest,"    ""125-see"" Lst P dem sg el","    ""125-see"" Lst P invalid sg el",,invalid,contains numbers,['invalid']
125sel,"    ""125_see"" Ll P dem sg ad","    ""125_see"" Ll P invalid sg ad",,invalid,contains numbers,['invalid']
125sest,"    ""125_see"" Lst P dem sg el","    ""125_see"" Lst P invalid sg el",,invalid,contains numbers,['invalid']
128Mb-ise,"    ""128Mb-ise"" L0 P pos det refl pl nom","    ""128Mb-ise"" L0 P invalid pl nom",,invalid,contains numbers,['invalid']
12midagi,"    ""12_miski"" Ldagi P indef sg part","    ""12_miski"" Ldagi P invalid sg part",,invalid,contains numbers,['invalid']
12ndas-paljudel,"    ""12ndas-palju"" Ldel P indef pl ad","    ""12ndas-palju"" Ldel P invalid pl ad",,invalid,contains numbers,['invalid']
12selt,"    ""12_see"" Llt P dem sg abl","    ""12_see"" Llt P invalid sg abl",,invalid,contains numbers,['invalid']
13-selt,"    ""13-see"" Llt P dem sg abl","    ""13-see"" Llt P invalid sg abl",,invalid,contains numbers,['invalid']
1300sel,"    ""1300_see"" Ll P dem sg ad","    ""1300_see"" Ll P invalid sg ad",,invalid,contains numbers,['invalid']
1337selt,"    ""1337_see"" Llt P dem sg abl","    ""1337_see"" Llt P invalid sg abl",,invalid,contains numbers,['invalid']
13mil,"    ""13_mis"" Ll P inter rel sg ad","    ""13_mis"" Ll P invalid sg ad",,invalid,contains numbers,['invalid']
13selt,"    ""13_see"" Llt P dem sg abl","    ""13_see"" Llt P invalid sg abl",,invalid,contains numbers,['invalid']
14-km-sel,"    ""14-km-see"" Ll P dem sg ad","    ""14-km-see"" Ll P invalid sg ad",,invalid,contains numbers,['invalid']
14-selt,"    ""14-see"" Llt P dem sg abl","    ""14-see"" Llt P invalid sg abl",,invalid,contains numbers,['invalid']
1491-sel,"    ""1491-see"" Ll P dem sg ad","    ""1491-see"" Ll P invalid sg ad",,invalid,contains numbers,['invalid']
14aasta-seks,"    ""14aasta-see"" Lks P dem sg tr","    ""14aasta-see"" Lks P invalid sg tr",,invalid,contains numbers,['invalid']
14selt,"    ""14_see"" Llt P dem sg abl","    ""14_see"" Llt P invalid sg abl",,invalid,contains numbers,['invalid']
15-selt,"    ""15-see"" Llt P dem sg abl","    ""15-see"" Llt P invalid sg abl",,invalid,contains numbers,['invalid']
15.59-teine,"    ""15.59-teine"" L0 P dem sg nom","    ""15.59-teine"" L0 P invalid sg nom",,invalid,conatains dot,['invalid']
150-liik-me-li-sest,"    ""150-liik-me-li-see"" Lst P dem sg el","    ""150-liik-me-li-see"" Lst P invalid sg el",,invalid,contains numbers,['invalid']
1500-sel,"    ""1500-see"" Ll P dem sg ad","    ""1500-see"" Ll P invalid sg ad",,invalid,contains numbers,['invalid']
1500sest,"    ""1500_see"" Lst P dem sg el","    ""1500_see"" Lst P invalid sg el",,invalid,contains numbers,['invalid']
150K-seks,"    ""150K-see"" Lks P dem sg tr","    ""150K-see"" Lks P invalid sg tr",,invalid,contains numbers,['invalid']
15aas-ta-selt,"    ""15aas-ta-see"" Llt P dem sg abl","    ""15aas-ta-see"" Llt P invalid sg abl",,invalid,contains numbers,['invalid']
15selt,"    ""15_see"" Llt P dem sg abl","    ""15_see"" Llt P invalid sg abl",,invalid,contains numbers,['invalid']
16-aasta-selt,"    ""16-aasta-see"" Llt P dem sg abl","    ""16-aasta-see"" Llt P invalid sg abl",,invalid,contains numbers,['invalid']
16-seks,"    ""16-see"" Lks P dem sg tr","    ""16-see"" Lks P invalid sg tr",,invalid,contains numbers,['invalid']
16-selt,"    ""16-see"" Llt P dem sg abl","    ""16-see"" Llt P invalid sg abl",,invalid,contains numbers,['invalid']
1600-seks,"    ""1600-see"" Lks P dem sg tr","    ""1600-see"" Lks P invalid sg tr",,invalid,contains numbers,['invalid']
1600-sest,"    ""1600-see"" Lst P dem sg el","    ""1600-see"" Lst P invalid sg el",,invalid,contains numbers,['invalid']
160mil,"    ""160_mis"" Ll P inter rel sg ad","    ""160_mis"" Ll P invalid sg ad",,invalid,contains numbers,['invalid']
16MB-sest,"    ""16MB-see"" Lst P dem sg el","    ""16MB-see"" Lst P invalid sg el",,invalid,contains numbers,['invalid']
16seks,"    ""16_see"" Lks P dem sg tr","    ""16_see"" Lks P invalid sg tr",,invalid,contains numbers,['invalid']
16selt,"    ""16_see"" Llt P dem sg abl","    ""16_see"" Llt P invalid sg abl",,invalid,contains numbers,['invalid']
17-aasta-selt,"    ""17-aasta-see"" Llt P dem sg abl","    ""17-aasta-see"" Llt P invalid sg abl",,invalid,contains numbers,['invalid']
17-seks,"    ""17-see"" Lks P dem sg tr","    ""17-see"" Lks P invalid sg tr",,invalid,contains numbers,['invalid']
17-sel,"    ""17-see"" Ll P dem sg ad","    ""17-see"" Ll P invalid sg ad",,invalid,contains numbers,['invalid']
17-selt,"    ""17-see"" Llt P dem sg abl","    ""17-see"" Llt P invalid sg abl",,invalid,contains numbers,['invalid']
17milline,"    ""17_milline"" L0 P rel sg nom","    ""17_milline"" L0 P invalid sg nom",,invalid,contains numbers,['invalid']
17seks,"    ""17_see"" Lks P dem sg tr","    ""17_see"" Lks P invalid sg tr",,invalid,contains numbers,['invalid']
17selt,"    ""17_see"" Llt P dem sg abl","    ""17_see"" Llt P invalid sg abl",,invalid,contains numbers,['invalid']
18-seks,"    ""18-see"" Lks P dem sg tr","    ""18-see"" Lks P invalid sg tr",,invalid,contains numbers,['invalid']
18-selt,"    ""18-see"" Llt P dem sg abl","    ""18-see"" Llt P invalid sg abl",,invalid,contains numbers,['invalid']
18.45-ses,"    ""18.45-see"" Ls P dem sg in","    ""18.45-see"" Ls P invalid sg in",,invalid,conatains dot,['invalid']
18seks,"    ""18_see"" Lks P dem sg tr","    ""18_see"" Lks P invalid sg tr",,invalid,contains numbers,['invalid']
18selt,"    ""18_see"" Llt P dem sg abl","    ""18_see"" Llt P invalid sg abl",,invalid,contains numbers,['invalid']
1920te,"    ""1920_sina"" L0 P pers ps2 pl gen","    ""1920_sina"" L0 P invalid pl gen",,invalid,contains numbers,['invalid']
1930te,"    ""1930_sina"" L0 P pers ps2 pl gen","    ""1930_sina"" L0 P invalid pl gen",,invalid,contains numbers,['invalid']
1940te,"    ""1940_sina"" L0 P pers ps2 pl gen","    ""1940_sina"" L0 P invalid pl gen",,invalid,contains numbers,['invalid']
1941-sel,"    ""1941-see"" Ll P dem sg ad","    ""1941-see"" Ll P invalid sg ad",,invalid,contains numbers,['invalid']
1950te,"    ""1950_sina"" L0 P pers ps2 pl gen","    ""1950_sina"" L0 P invalid pl gen",,invalid,contains numbers,['invalid']
1960te,"    ""1960_sina"" L0 P pers ps2 pl gen","    ""1960_sina"" L0 P invalid pl gen",,invalid,contains numbers,['invalid']
1962-sel,"    ""1962-see"" Ll P dem sg ad","    ""1962-see"" Ll P invalid sg ad",,invalid,contains numbers,['invalid']
1970te,"    ""1970_sina"" L0 P pers ps2 pl gen","    ""1970_sina"" L0 P invalid pl gen",,invalid,contains numbers,['invalid']
1971-sel,"    ""1971-see"" Ll P dem sg ad","    ""1971-see"" Ll P invalid sg ad",,invalid,contains numbers,['invalid']
1980te,"    ""1980_sina"" L0 P pers ps2 pl gen","    ""1980_sina"" L0 P invalid pl gen",,invalid,contains numbers,['invalid']
1982-sel,"    ""1982-see"" Ll P dem sg ad","    ""1982-see"" Ll P invalid sg ad",,invalid,contains numbers,['invalid']
1990te,"    ""1990_sina"" L0 P pers ps2 pl gen","    ""1990_sina"" L0 P invalid pl gen",,invalid,contains numbers,['invalid']
1992-sel,"    ""1992-see"" Ll P dem sg ad","    ""1992-see"" Ll P invalid sg ad",,invalid,contains numbers,['invalid']
19mm-sest,"    ""19mm-see"" Lst P dem sg el","    ""19mm-see"" Lst P invalid sg el",,invalid,contains numbers,['invalid']
19selt,"    ""19_see"" Llt P dem sg abl","    ""19_see"" Llt P invalid sg abl",,invalid,contains numbers,['invalid']
1Igal,"    ""1_iga"" Ll P det sg ad","    ""1_iga"" Ll P invalid sg ad",,invalid,contains numbers,['invalid']
1MB-ise,"    ""1MB-ise"" L0 P pos det refl pl nom","    ""1MB-ise"" L0 P invalid pl nom",,invalid,contains numbers,['invalid']
1Ma,"    ""1_mina"" L0 P pers ps1 sg nom","    ""1_mina"" L0 P invalid sg nom",,invalid,contains numbers,['invalid']
1Minu,"    ""1_mina"" L0 P pers ps1 sg gen","    ""1_mina"" L0 P invalid sg gen",,invalid,contains numbers,['invalid']
1See,"    ""1_see"" L0 P dem sg nom","    ""1_see"" L0 P invalid sg nom",,invalid,contains numbers,['invalid']
1Ta,"    ""1_tema"" L0 P pers ps3 sg gen","    ""1_tema"" L0 P invalid sg gen",,invalid,contains numbers,['invalid']
1Te,"    ""1_sina"" L0 P pers ps2 pl gen","    ""1_sina"" L0 P invalid pl gen",,invalid,contains numbers,['invalid']
1kõigi,"    ""1_kõik"" L0 P det pl gen","    ""1_kõik"" L0 P invalid pl gen",,invalid,contains numbers,['invalid']
1kõik,"    ""1_kõik"" L0 P det pl nom","    ""1_kõik"" L0 P invalid pl nom",,invalid,contains numbers,['invalid']
1mil,"    ""1_mis"" Ll P inter rel sg ad","    ""1_mis"" Ll P invalid sg ad",,invalid,contains numbers,['invalid']
1sel,"    ""1_see"" Ll P dem sg ad","    ""1_see"" Ll P invalid sg ad",,invalid,contains numbers,['invalid']
1ses,"    ""1_see"" Ls P dem sg in","    ""1_see"" Ls P invalid sg in",,invalid,contains numbers,['invalid']
1te,"    ""1_sina"" L0 P pers ps2 pl gen","    ""1_sina"" L0 P invalid pl gen",,invalid,contains numbers,['invalid']
1teise,"    ""1_teine"" L0 P dem sg adit","    ""1_teine"" L0 P invalid sg adit",,invalid,contains numbers,['invalid']
1x-selt,"    ""1x-see"" Llt P dem sg abl","    ""1x-see"" Llt P invalid sg abl",,invalid,contains numbers,['invalid']
1ühe,"    ""1_üks"" L0 P dem indef sg gen","    ""1_üks"" L0 P invalid sg gen",,invalid,contains numbers,['invalid']
"2,8-sel","    ""2,8-see"" Ll P dem sg ad","    ""2,8-see"" Ll P invalid sg ad",,invalid,contains numbers,['invalid']
2-mina,"    ""2-mina"" L0 P pers ps1 sg nom","    ""2-mina"" L0 P invalid sg nom",,invalid,contains numbers,['invalid']
2-sel,"    ""2-see"" Ll P dem sg ad","    ""2-see"" Ll P invalid sg ad",,invalid,contains numbers,['invalid']
2-teid,"    ""2-sina"" Ld P pers ps2 pl part","    ""2-sina"" Ld P invalid pl part",,invalid,contains numbers,['invalid']
2.6-sel,"    ""2.6-see"" Ll P dem sg ad","    ""2.6-see"" Ll P invalid sg ad",,invalid,conatains dot,['invalid']
2/3-sest,"    ""2/3-see"" Lst P dem sg el","    ""2/3-see"" Lst P invalid sg el",,invalid,contains numbers,['invalid']
20-midagi,"    ""20-miski"" Ldagi P indef sg part","    ""20-miski"" Ldagi P invalid sg part",,invalid,contains numbers,['invalid']
20-millegagi,"    ""20-miski"" Lgagi P indef sg kom","    ""20-miski"" Lgagi P invalid sg kom",,invalid,contains numbers,['invalid']
20-seks,"    ""20-see"" Lks P dem sg tr","    ""20-see"" Lks P invalid sg tr",,invalid,contains numbers,['invalid']
20-seks.,"    ""20-see"" Lks P dem sg tr","    ""20-see"" Lks P invalid sg tr",,invalid,conatains dot,['invalid']
20-selt,"    ""20-see"" Llt P dem sg abl","    ""20-see"" Llt P invalid sg abl",,invalid,contains numbers,['invalid']
200-sest,"    ""200-see"" Lst P dem sg el","    ""200-see"" Lst P invalid sg el",,invalid,contains numbers,['invalid']
2000-ses,"    ""2000-see"" Ls P dem sg in","    ""2000-see"" Ls P invalid sg in",,invalid,contains numbers,['invalid']
2001-sel,"    ""2001-see"" Ll P dem sg ad","    ""2001-see"" Ll P invalid sg ad",,invalid,contains numbers,['invalid']
2001.-sel,"    ""2001.-see"" Ll P dem sg ad","    ""2001.-see"" Ll P invalid sg ad",,invalid,conatains dot,['invalid']
2001sel,"    ""2001_see"" Ll P dem sg ad","    ""2001_see"" Ll P invalid sg ad",,invalid,contains numbers,['invalid']
2005te,"    ""2005_sina"" L0 P pers ps2 pl gen","    ""2005_sina"" L0 P invalid pl gen",,invalid,contains numbers,['invalid']
200sel,"    ""200_see"" Ll P dem sg ad","    ""200_see"" Ll P invalid sg ad",,invalid,contains numbers,['invalid']
200selle,"    ""200_see"" L0 P dem sg gen","    ""200_see"" L0 P invalid sg gen",,invalid,contains numbers,['invalid']
207-sel,"    ""207-see"" Ll P dem sg ad","    ""207-see"" Ll P invalid sg ad",,invalid,contains numbers,['invalid']
20seks,"    ""20_see"" Lks P dem sg tr","    ""20_see"" Lks P invalid sg tr",,invalid,contains numbers,['invalid']
20sel,"    ""20_see"" Ll P dem sg ad","    ""20_see"" Ll P invalid sg ad",,invalid,contains numbers,['invalid']
20selt,"    ""20_see"" Llt P dem sg abl","    ""20_see"" Llt P invalid sg abl",,invalid,contains numbers,['invalid']
21-22-selt,"    ""21-22-see"" Llt P dem sg abl","    ""21-22-see"" Llt P invalid sg abl",,invalid,contains numbers,['invalid']
21-sel,"    ""21-see"" Ll P dem sg ad","    ""21-see"" Ll P invalid sg ad",,invalid,contains numbers,['invalid']
21-selt,"    ""21-see"" Llt P dem sg abl","    ""21-see"" Llt P invalid sg abl",,invalid,contains numbers,['invalid']
21.-sel,"    ""21.-see"" Ll P dem sg ad","    ""21.-see"" Ll P invalid sg ad",,invalid,conatains dot,['invalid']
21punktili-sest,"    ""21punktili-see"" Lst P dem sg el","    ""21punktili-see"" Lst P invalid sg el",,invalid,contains numbers,['invalid']
21seks,"    ""21_see"" Lks P dem sg tr","    ""21_see"" Lks P invalid sg tr",,invalid,contains numbers,['invalid']
21sel,"    ""21_see"" Ll P dem sg ad","    ""21_see"" Ll P invalid sg ad",,invalid,contains numbers,['invalid']
21selt,"    ""21_see"" Llt P dem sg abl","    ""21_see"" Llt P invalid sg abl",,invalid,contains numbers,['invalid']
21te,"    ""21_sina"" L0 P pers ps2 pl gen","    ""21_sina"" L0 P invalid pl gen",,invalid,contains numbers,['invalid']
22-seks,"    ""22-see"" Lks P dem sg tr","    ""22-see"" Lks P invalid sg tr",,invalid,contains numbers,['invalid']
22-sel,"    ""22-see"" Ll P dem sg ad","    ""22-see"" Ll P invalid sg ad",,invalid,contains numbers,['invalid']
22-selt,"    ""22-see"" Llt P dem sg abl","    ""22-see"" Llt P invalid sg abl",,invalid,contains numbers,['invalid']
220kraadi-ses,"    ""220kraadi-see"" Ls P dem sg in","    ""220kraadi-see"" Ls P invalid sg in",,invalid,contains numbers,['invalid']
22seks,"    ""22_see"" Lks P dem sg tr","    ""22_see"" Lks P invalid sg tr",,invalid,contains numbers,['invalid']
22sel,"    ""22_see"" Ll P dem sg ad","    ""22_see"" Ll P invalid sg ad",,invalid,contains numbers,['invalid']
22selt,"    ""22_see"" Llt P dem sg abl","    ""22_see"" Llt P invalid sg abl",,invalid,contains numbers,['invalid']
22tol,"    ""22_too"" Ll P dem sg ad","    ""22_too"" Ll P invalid sg ad",,invalid,contains numbers,['invalid']
23-me,"    ""23-mina"" L0 P pers ps1 pl gen","    ""23-mina"" L0 P invalid pl gen",,invalid,contains numbers,['invalid']
23-selt,"    ""23-see"" Llt P dem sg abl","    ""23-see"" Llt P invalid sg abl",,invalid,contains numbers,['invalid']
23-sest,"    ""23-see"" Lst P dem sg el","    ""23-see"" Lst P invalid sg el",,invalid,contains numbers,['invalid']
233sest,"    ""233_see"" Lst P dem sg el","    ""233_see"" Lst P invalid sg el",,invalid,contains numbers,['invalid']
2350.-sellest,"    ""2350.-see"" Lst P dem sg el","    ""2350.-see"" Lst P invalid sg el",,invalid,conatains dot,['invalid']
23Muude,"    ""23_muu"" Lde P indef pl gen","    ""23_muu"" Lde P invalid pl gen",,invalid,contains numbers,['invalid']
23seks,"    ""23_see"" Lks P dem sg tr","    ""23_see"" Lks P invalid sg tr",,invalid,contains numbers,['invalid']
23selt,"    ""23_see"" Llt P dem sg abl","    ""23_see"" Llt P invalid sg abl",,invalid,contains numbers,['invalid']
24-25-selt,"    ""24-25-see"" Llt P dem sg abl","    ""24-25-see"" Llt P invalid sg abl",,invalid,contains numbers,['invalid']
24-selt,"    ""24-see"" Llt P dem sg abl","    ""24-see"" Llt P invalid sg abl",,invalid,contains numbers,['invalid']
2486te,"    ""2486_sina"" L0 P pers ps2 pl gen","    ""2486_sina"" L0 P invalid pl gen",,invalid,contains numbers,['invalid']
24aastane.Mida,"    ""24aastane._mis"" Lda P inter rel pl part","    ""24aastane._mis"" Lda P invalid pl part",,invalid,conatains dot,['invalid']
24selt,"    ""24_see"" Llt P dem sg abl","    ""24_see"" Llt P invalid sg abl",,invalid,contains numbers,['invalid']
24sest,"    ""24_see"" Lst P dem sg el","    ""24_see"" Lst P invalid sg el",,invalid,contains numbers,['invalid']
25-endal,"    ""25-ise"" Ll P pos det refl sg ad","    ""25-ise"" Ll P invalid sg ad",,invalid,contains numbers,['invalid']
25-seks,"    ""25-see"" Lks P dem sg tr","    ""25-see"" Lks P invalid sg tr",,invalid,contains numbers,['invalid']
25-sel,"    ""25-see"" Ll P dem sg ad","    ""25-see"" Ll P invalid sg ad",,invalid,contains numbers,['invalid']
25-selt,"    ""25-see"" Llt P dem sg abl","    ""25-see"" Llt P invalid sg abl",,invalid,contains numbers,['invalid']
250-sel,"    ""250-see"" Ll P dem sg ad","    ""250-see"" Ll P invalid sg ad",,invalid,contains numbers,['invalid']
250sel,"    ""250_see"" Ll P dem sg ad","    ""250_see"" Ll P invalid sg ad",,invalid,contains numbers,['invalid']
